unit,time,operational_set1,operational_set2,operational_set3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,cluster,stages,agg_cluster,time_to_next_stage
1,25,-0.0009,-0.0004,100.0,518.67,641.93,1586.82,1406.62,14.62,21.61,553.81,2387.99,9076.1,1.3,47.31,522.08,2388.04,8154.5,8.3952,0.03,391,2388,100.0,38.85,23.3842,4,4,-1,17.0
1,26,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,4,4,-1,16.0
1,26,0.0009,-0.0001,100.0,518.67,642.37,1585.26,1398.77,14.62,21.6,554.79,2387.98,9065.37,1.3,47.28,522.06,2388.02,8150.15,8.3937,0.03,392,2388,100.0,38.93,23.3681,4,4,-1,15.0
1,27,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,4,4,-1,14.0
1,27,0.0005,-0.0001,100.0,518.67,642.12,1582.77,1400.16,14.62,21.61,554.18,2387.98,9065.21,1.3,47.33,522.08,2388.03,8148.77,8.4132,0.03,390,2388,100.0,39.06,23.3763,4,4,-1,13.0
1,28,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,4,4,-1,12.0
1,28,-0.0006,0.0004,100.0,518.67,643.01,1578.4,1400.24,14.62,21.61,554.66,2387.99,9055.81,1.3,47.17,522.19,2388.04,8149.12,8.4243,0.03,391,2388,100.0,39.02,23.4666,4,4,-1,11.0
1,29,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,4,4,-1,10.0
1,29,-0.0012,-0.0001,100.0,518.67,642.04,1587.5,1393.05,14.62,21.61,554.1,2387.97,9068.18,1.3,47.22,521.81,2388.01,8153.95,8.4001,0.03,393,2388,100.0,39.04,23.4538,4,4,-1,9.0
1,30,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,4,4,4,8.0
1,30,-0.0016,-0.0004,100.0,518.67,642.53,1586.99,1396.67,14.62,21.6,554.78,2388.03,9068.92,1.3,47.34,522.45,2387.97,8149.55,8.4513,0.03,392,2388,100.0,39.12,23.4103,4,4,-1,7.0
1,31,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,4,4,-1,6.0
1,31,-0.0004,0.0001,100.0,518.67,642.32,1586.13,1397.47,14.62,21.61,553.71,2387.95,9063.81,1.3,47.24,522.35,2388.01,8150.74,8.3766,0.03,390,2388,100.0,39.2,23.4302,4,4,-1,5.0
1,32,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,4,4,4,4.0
1,32,0.0018,-0.0005,100.0,518.67,642.11,1587.7,1392.44,14.62,21.61,555.28,2388.03,9066.15,1.3,47.17,522.72,2387.96,8151.57,8.4155,0.03,391,2388,100.0,39.02,23.3631,4,4,-1,3.0
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,4,4,-1,2.0
1,33,0.0026,-0.0003,100.0,518.67,642.49,1579.54,1399.94,14.62,21.61,554.2,2388.0,9059.84,1.3,47.27,521.95,2388.0,8154.7,8.4126,0.03,392,2388,100.0,39.16,23.4065,4,4,-1,1.0
1,34,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,0,3,-1,1.0
1,34,-0.0024,-0.0002,100.0,518.67,642.21,1586.42,1403.41,14.62,21.61,554.28,2387.96,9068.03,1.3,47.47,522.03,2388.02,8146.6,8.4218,0.03,391,2388,100.0,39.02,23.4787,4,4,-1,31.0
1,35,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,4,4,4,30.0
1,35,-0.0055,0.0003,100.0,518.67,641.8,1590.74,1396.33,14.62,21.61,553.75,2388.03,9069.69,1.3,47.55,522.09,2388.02,8148.97,8.4268,0.03,392,2388,100.0,38.9,23.2894,4,4,-1,29.0
1,36,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,2388,100.0,38.86,23.4308,4,4,3,28.0
1,36,0.0012,-0.0004,100.0,518.67,642.45,1581.86,1395.89,14.62,21.61,554.85,2388.02,9067.31,1.3,47.32,522.22,2388.03,8146.41,8.4141,0.03,393,2388,100.0,38.91,23.5297,4,4,-1,27.0
1,37,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,2388,100.0,38.99,23.4352,4,4,-1,26.0
1,37,-0.004,-0.0001,100.0,518.67,642.06,1588.99,1396.98,14.62,21.61,554.82,2387.95,9073.55,1.3,47.33,522.58,2388.02,8151.59,8.3305,0.03,393,2388,100.0,39.03,23.4539,4,4,-1,25.0
1,38,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,2388,100.0,39.06,23.4768,4,4,-1,24.0
1,38,0.004,-0.0004,100.0,518.67,642.49,1588.71,1401.57,14.62,21.61,555.03,2388.01,9071.77,1.3,47.3,522.62,2387.98,8148.72,8.3718,0.03,392,2388,100.0,38.83,23.4252,4,4,-1,23.0
1,39,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,2388,100.0,38.7,23.3699,4,4,-1,22.0
1,39,0.0065,-0.0,100.0,518.67,641.6,1578.79,1400.48,14.62,21.61,554.31,2388.02,9074.51,1.3,47.19,522.26,2387.99,8155.39,8.4005,0.03,392,2388,100.0,38.91,23.3543,4,4,-1,21.0
1,40,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,2388,100.0,38.84,23.3769,4,4,-1,20.0
1,40,0.0007,-0.0002,100.0,518.67,642.22,1583.9,1395.26,14.62,21.61,554.51,2387.96,9069.77,1.3,47.24,522.47,2388.02,8150.31,8.3948,0.03,394,2388,100.0,38.94,23.4083,4,4,-1,19.0
1,41,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,2388,100.0,39.13,23.4444,4,4,-1,18.0
1,41,-0.0014,-0.0002,100.0,518.67,641.96,1582.54,1400.72,14.62,21.6,554.61,2387.97,9072.56,1.3,47.32,522.45,2387.97,8151.32,8.3559,0.03,392,2388,100.0,39.07,23.3239,4,4,4,17.0
1,42,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,2388,100.0,39.0,23.375,4,4,-1,16.0
1,42,0.0018,-0.0002,100.0,518.67,642.06,1584.71,1403.21,14.62,21.61,554.31,2388.0,9071.68,1.3,47.26,522.2,2387.97,8148.7,8.4148,0.03,392,2388,100.0,38.86,23.4382,4,4,-1,15.0
1,43,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,2388,100.0,38.99,23.3148,4,4,-1,14.0
1,43,0.0009,0.0004,100.0,518.67,642.71,1581.49,1399.38,14.62,21.61,553.96,2387.96,9072.52,1.3,47.1,522.42,2387.98,8144.75,8.4327,0.03,392,2388,100.0,39.14,23.4357,4,4,-1,13.0
1,44,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,4,4,-1,12.0
1,44,0.002,0.0001,100.0,518.67,642.69,1585.54,1407.66,14.62,21.61,552.85,2387.99,9068.1,1.3,47.26,522.78,2387.94,8149.9,8.4334,0.03,389,2388,100.0,39.17,23.3515,4,4,-1,11.0
1,45,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,2388,100.0,38.79,23.3943,4,4,3,10.0
1,45,0.0019,0.0001,100.0,518.67,642.56,1584.23,1407.95,14.62,21.61,554.23,2387.96,9066.98,1.3,47.17,522.56,2387.98,8153.01,8.4343,0.03,391,2388,100.0,39.01,23.3131,4,4,-1,9.0
1,46,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,4,4,-1,8.0
1,46,-0.0037,0.0003,100.0,518.67,642.02,1582.9,1400.5,14.62,21.61,554.61,2388.06,9071.26,1.3,47.21,522.04,2388.04,8145.17,8.4268,0.03,392,2388,100.0,38.88,23.5009,4,4,-1,7.0
1,47,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,2388,100.0,38.99,23.4873,4,4,-1,6.0
1,47,-0.0019,0.0003,100.0,518.67,642.6,1592.1,1398.26,14.62,21.61,554.11,2388.01,9073.71,1.3,47.28,522.03,2387.97,8150.46,8.3755,0.03,392,2388,100.0,39.14,23.269,4,4,-1,5.0
1,48,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,4,4,-1,4.0
1,48,0.0003,0.0,100.0,518.67,642.44,1583.27,1399.17,14.62,21.61,554.16,2388.02,9066.97,1.3,47.27,522.29,2388.04,8150.94,8.3998,0.03,394,2388,100.0,39.02,23.3188,4,4,4,3.0
1,49,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,2388,100.0,39.06,23.4498,4,4,-1,2.0
1,49,0.003,-0.0004,100.0,518.67,642.37,1586.75,1393.83,14.62,21.61,553.91,2388.04,9076.18,1.3,47.28,521.94,2388.01,8149.51,8.3804,0.03,390,2388,100.0,38.92,23.3822,4,4,-1,1.0
1,50,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,2388,100.0,38.85,23.4106,0,3,-1,1.0
1,50,-0.0008,0.0004,100.0,518.67,642.41,1590.26,1398.51,14.62,21.61,554.27,2387.98,9068.53,1.3,47.08,522.01,2388.04,8148.25,8.4073,0.03,392,2388,100.0,38.97,23.3748,4,4,-1,7.0
1,51,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,2388,100.0,38.94,23.3651,4,4,-1,6.0
1,51,-0.0012,-0.0,100.0,518.67,642.2,1587.71,1390.26,14.62,21.61,554.71,2387.99,9067.59,1.3,47.21,522.4,2387.98,8153.0,8.3567,0.03,391,2388,100.0,38.9,23.4784,4,4,-1,5.0
1,52,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,2388,100.0,39.0,23.3388,4,4,-1,4.0
1,52,0.0002,0.0003,100.0,518.67,642.61,1583.3,1403.78,14.62,21.61,554.09,2387.97,9063.21,1.3,47.24,521.69,2387.93,8150.07,8.3914,0.03,391,2388,100.0,38.97,23.3179,4,4,3,3.0
1,53,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,2388,100.0,38.9,23.3775,4,4,-1,2.0
1,53,0.0006,-0.0002,100.0,518.67,642.45,1583.03,1400.06,14.62,21.61,553.12,2388.03,9064.82,1.3,47.34,522.4,2388.04,8150.1,8.411,0.03,391,2388,100.0,38.91,23.439,4,4,-1,1.0
1,54,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,2388,100.0,38.96,23.2348,0,3,-1,1.0
1,54,0.0007,-0.0004,100.0,518.67,642.48,1584.68,1406.3,14.62,21.61,554.8,2388.03,9068.35,1.3,47.22,522.28,2388.04,8145.58,8.4074,0.03,392,2388,100.0,38.99,23.4086,4,4,4,9.0
1,55,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,2388,100.0,39.06,23.3567,4,4,-1,8.0
1,55,0.0002,0.0004,100.0,518.67,642.25,1587.23,1401.26,14.62,21.61,554.56,2388.01,9066.05,1.3,47.12,522.42,2388.02,8150.6,8.4106,0.03,391,2388,100.0,38.93,23.4395,4,4,-1,7.0
1,56,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,2388,100.0,38.68,23.3408,4,4,-1,6.0
1,56,0.0008,0.0,100.0,518.67,642.79,1585.25,1396.05,14.62,21.6,554.24,2388.01,9067.08,1.3,47.07,522.67,2388.03,8148.37,8.4308,0.03,394,2388,100.0,38.96,23.4014,4,4,-1,5.0
1,57,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,2388,100.0,38.84,23.3567,4,4,-1,4.0
1,57,-0.0024,-0.0003,100.0,518.67,642.47,1586.13,1396.03,14.62,21.61,554.29,2387.97,9074.48,1.3,47.11,522.14,2387.99,8148.7,8.3816,0.03,391,2388,100.0,39.0,23.4644,4,4,-1,3.0
1,58,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,2388,100.0,38.93,23.2893,4,4,-1,2.0
